subject	block	pos	word	onset	vheight	vround	vfront	vlength	frequency	retro
AF	21	1	stund	st	high	round	front	short	4310	0
AF	21	2	stund	st	high	round	front	short	4310	0
AF	21	3	stund	st	high	round	front	short	4310	1
AF	21	4	stund	st	high	round	front	short	4310	1
AF	21	5	stund	st	high	round	front	short	4310	1
AF	21	6	stund	st	high	round	front	short	4310	1
AF	22	1	stein	st	low	unround	front	long	3222	0
AF	22	2	stein	st	low	unround	front	long	3222	0
AF	22	3	stein	st	low	unround	front	long	3222	0
AF	22	4	stein	st	low	unround	front	long	3222	1
AF	22	5	stein	st	low	unround	front	long	3222	1
AF	22	6	stein	st	low	unround	front	long	3222	1
AF	23	1	stund	st	high	round	front	short	4310	0
AF	23	2	stund	st	high	round	front	short	4310	1
AF	23	3	stund	st	high	round	front	short	4310	1
AF	23	4	stund	st	high	round	front	short	4310	1
AF	23	5	stund	st	high	round	front	short	4310	1
AF	23	6	stund	st	high	round	front	short	4310	1
AF	24	1	stein	st	low	unround	front	long	3222	1
AF	24	2	stein	st	low	unround	front	long	3222	1
AF	24	3	stein	st	low	unround	front	long	3222	1
AF	24	4	stein	st	low	unround	front	long	3222	1
AF	24	5	stein	st	low	unround	front	long	3222	1
AF	24	6	stein	st	low	unround	front	long	3222	1
AF	25	1	stund	st	high	round	front	short	4310	1
AF	25	2	stund	st	high	round	front	short	4310	1
AF	25	3	stund	st	high	round	front	short	4310	1
AF	25	4	stund	st	high	round	front	short	4310	1
AF	25	5	stund	st	high	round	front	short	4310	1
AF	25	6	stund	st	high	round	front	short	4310	1
AF	26	1	stein	st	low	unround	front	long	3222	0
AF	26	2	stein	st	low	unround	front	long	3222	0
AF	26	3	stein	st	low	unround	front	long	3222	1
AF	26	4	stein	st	low	unround	front	long	3222	1
AF	26	5	stein	st	low	unround	front	long	3222	1
AF	26	6	stein	st	low	unround	front	long	3222	1
AF	27	1	stund	st	high	round	front	short	4310	1
AF	27	2	stund	st	high	round	front	short	4310	1
AF	27	3	stund	st	high	round	front	short	4310	1
AF	27	4	stund	st	high	round	front	short	4310	1
AF	27	5	stund	st	high	round	front	short	4310	1
AF	27	6	stund	st	high	round	front	short	4310	1
AF	28	1	stein	st	low	unround	front	long	3222	1
AF	28	2	stein	st	low	unround	front	long	3222	1
AF	28	3	stein	st	low	unround	front	long	3222	1
AF	28	4	stein	st	low	unround	front	long	3222	1
AF	28	5	stein	st	low	unround	front	long	3222	1
AF	28	6	stein	st	low	unround	front	long	3222	1
AF	29	1	navn	n	low	unround	back	short	8451	1
AF	29	2	navn	n	low	unround	back	short	8451	1
AF	29	3	navn	n	low	unround	back	short	8451	1
AF	29	4	navn	n	low	unround	back	short	8451	1
AF	29	5	navn	n	low	unround	back	short	8451	1
AF	29	6	navn	n	low	unround	back	short	8451	1
AF	30	1	sak	sV	low	unround	back	long	3399	0
AF	30	2	sak	sV	low	unround	back	long	3399	0
AF	30	3	sak	sV	low	unround	back	long	3399	0
AF	30	4	sak	sV	low	unround	back	long	3399	0
AF	30	5	sak	sV	low	unround	back	long	3399	0
AF	30	6	sak	sV	low	unround	back	long	3399	0
AF	31	1	navn	n	low	unround	back	short	8451	1
AF	31	2	navn	n	low	unround	back	short	8451	1
AF	31	3	navn	n	low	unround	back	short	8451	1
AF	31	4	navn	n	low	unround	back	short	8451	1
AF	31	5	navn	n	low	unround	back	short	8451	1
AF	31	6	navn	n	low	unround	back	short	8451	1
AF	32	1	sak	sV	low	unround	back	long	3399	0
AF	32	2	sak	sV	low	unround	back	long	3399	0
AF	32	3	sak	sV	low	unround	back	long	3399	0
AF	32	4	sak	sV	low	unround	back	long	3399	0
AF	32	5	sak	sV	low	unround	back	long	3399	0
AF	32	6	sak	sV	low	unround	back	long	3399	0
AF	33	1	navn	n	low	unround	back	short	8451	1
AF	33	2	navn	n	low	unround	back	short	8451	1
AF	33	5	navn	n	low	unround	back	short	8451	1
AF	33	6	navn	n	low	unround	back	short	8451	1
AF	34	1	sak	sV	low	unround	back	long	3399	0
AF	34	2	sak	sV	low	unround	back	long	3399	0
AF	34	3	sak	sV	low	unround	back	long	3399	0
AF	34	4	sak	sV	low	unround	back	long	3399	0
AF	34	5	sak	sV	low	unround	back	long	3399	0
AF	35	2	navn	n	low	unround	back	short	8451	1
AF	35	3	navn	n	low	unround	back	short	8451	1
AF	35	4	navn	n	low	unround	back	short	8451	1
AF	35	5	navn	n	low	unround	back	short	8451	1
AF	35	6	navn	n	low	unround	back	short	8451	1
AF	36	1	sak	sV	low	unround	back	long	3399	0
AF	36	2	sak	sV	low	unround	back	long	3399	1
AF	36	3	sak	sV	low	unround	back	long	3399	1
AF	36	4	sak	sV	low	unround	back	long	3399	1
AF	36	5	sak	sV	low	unround	back	long	3399	1
AF	36	6	sak	sV	low	unround	back	long	3399	1
AF	37	1	navn	n	low	unround	back	short	8451	1
AF	37	2	navn	n	low	unround	back	short	8451	1
AF	37	3	navn	n	low	unround	back	short	8451	1
AF	37	4	navn	n	low	unround	back	short	8451	1
AF	37	5	navn	n	low	unround	back	short	8451	1
AF	37	6	navn	n	low	unround	back	short	8451	1
AF	38	1	sak	sV	low	unround	back	long	3399	0
AF	38	2	sak	sV	low	unround	back	long	3399	1
AF	38	3	sak	sV	low	unround	back	long	3399	0
AF	38	4	sak	sV	low	unround	back	long	3399	0
AF	38	5	sak	sV	low	unround	back	long	3399	0
AF	38	6	sak	sV	low	unround	back	long	3399	0
AF	39	1	sol	sV	high	round	back	long	1241	0
AF	39	2	sol	sV	high	round	back	long	1241	0
AF	39	3	sol	sV	high	round	back	long	1241	0
AF	39	4	sol	sV	high	round	back	long	1241	0
AF	39	5	sol	sV	high	round	back	long	1241	0
AF	39	6	sol	sV	high	round	back	long	1241	0
AF	41	1	sol	sV	high	round	back	long	1241	0
AF	41	2	sol	sV	high	round	back	long	1241	0
AF	41	3	sol	sV	high	round	back	long	1241	0
AF	41	4	sol	sV	high	round	back	long	1241	0
AF	41	5	sol	sV	high	round	back	long	1241	0
AF	41	6	sol	sV	high	round	back	long	1241	0
AF	43	1	sol	sV	high	round	back	long	1241	0
AF	43	2	sol	sV	high	round	back	long	1241	0
AF	43	3	sol	sV	high	round	back	long	1241	0
AF	43	4	sol	sV	high	round	back	long	1241	0
AF	43	5	sol	sV	high	round	back	long	1241	0
AF	43	6	sol	sV	high	round	back	long	1241	0
AF	45	1	sol	sV	high	round	back	long	1241	0
AF	45	2	sol	sV	high	round	back	long	1241	0
AF	45	3	sol	sV	high	round	back	long	1241	0
AF	45	4	sol	sV	high	round	back	long	1241	0
AF	45	5	sol	sV	high	round	back	long	1241	0
AF	45	6	sol	sV	high	round	back	long	1241	0
AF	47	1	sønn	sV	mid	round	front	short	3843	0
AF	47	2	sønn	sV	mid	round	front	short	3843	0
AF	47	3	sønn	sV	mid	round	front	short	3843	0
AF	47	4	sønn	sV	mid	round	front	short	3843	0
AF	47	5	sønn	sV	mid	round	front	short	3843	0
AF	47	6	sønn	sV	mid	round	front	short	3843	0
AF	49	1	sønn	sV	mid	round	front	short	3843	0
AF	49	2	sønn	sV	mid	round	front	short	3843	0
AF	49	3	sønn	sV	mid	round	front	short	3843	0
AF	49	4	sønn	sV	mid	round	front	short	3843	0
AF	49	5	sønn	sV	mid	round	front	short	3843	0
AF	49	6	sønn	sV	mid	round	front	short	3843	0
AF	51	1	sønn	sV	mid	round	front	short	3843	0
AF	51	2	sønn	sV	mid	round	front	short	3843	0
AF	51	3	sønn	sV	mid	round	front	short	3843	0
AF	51	4	sønn	sV	mid	round	front	short	3843	0
AF	51	5	sønn	sV	mid	round	front	short	3843	0
AF	51	6	sønn	sV	mid	round	front	short	3843	0
AF	53	1	sønn	sV	mid	round	front	short	3843	0
AF	53	2	sønn	sV	mid	round	front	short	3843	0
AF	53	3	sønn	sV	mid	round	front	short	3843	0
AF	53	4	sønn	sV	mid	round	front	short	3843	0
AF	53	5	sønn	sV	mid	round	front	short	3843	0
AF	53	6	sønn	sV	mid	round	front	short	3843	0
AF	55	1	stoff	st	mid	round	back	short	1564	0
AF	55	2	stoff	st	mid	round	back	short	1564	0
AF	55	3	stoff	st	mid	round	back	short	1564	0
AF	55	4	stoff	st	mid	round	back	short	1564	0
AF	55	5	stoff	st	mid	round	back	short	1564	1
AF	55	6	stoff	st	mid	round	back	short	1564	1
AF	56	1	stat	st	low	unround	back	long	1873	0
AF	56	2	stat	st	low	unround	back	long	1873	0
AF	56	3	stat	st	low	unround	back	long	1873	0
AF	56	4	stat	st	low	unround	back	long	1873	0
AF	56	5	stat	st	low	unround	back	long	1873	0
AF	56	6	stat	st	low	unround	back	long	1873	0
AF	57	1	stoff	st	mid	round	back	short	1564	0
AF	57	2	stoff	st	mid	round	back	short	1564	1
AF	57	3	stoff	st	mid	round	back	short	1564	1
AF	57	4	stoff	st	mid	round	back	short	1564	1
AF	57	5	stoff	st	mid	round	back	short	1564	1
AF	57	6	stoff	st	mid	round	back	short	1564	1
AF	58	1	stat	st	low	unround	back	long	1873	0
AF	58	2	stat	st	low	unround	back	long	1873	0
AF	58	3	stat	st	low	unround	back	long	1873	0
AF	58	4	stat	st	low	unround	back	long	1873	0
AF	58	5	stat	st	low	unround	back	long	1873	0
AF	58	6	stat	st	low	unround	back	long	1873	0
AF	59	1	stoff	st	mid	round	back	short	1564	0
AF	59	2	stoff	st	mid	round	back	short	1564	0
AF	59	3	stoff	st	mid	round	back	short	1564	0
AF	59	4	stoff	st	mid	round	back	short	1564	0
AF	59	5	stoff	st	mid	round	back	short	1564	0
AF	59	6	stoff	st	mid	round	back	short	1564	0
AF	60	1	stat	st	low	unround	back	long	1873	0
AF	60	2	stat	st	low	unround	back	long	1873	0
AF	60	3	stat	st	low	unround	back	long	1873	0
AF	60	4	stat	st	low	unround	back	long	1873	0
AF	60	5	stat	st	low	unround	back	long	1873	0
AF	60	6	stat	st	low	unround	back	long	1873	0
AF	61	1	stoff	st	mid	round	back	short	1564	0
AF	61	2	stoff	st	mid	round	back	short	1564	1
AF	61	4	stoff	st	mid	round	back	short	1564	1
AF	61	5	stoff	st	mid	round	back	short	1564	1
AF	61	6	stoff	st	mid	round	back	short	1564	1
AF	62	1	stat	st	low	unround	back	long	1873	1
AF	62	2	stat	st	low	unround	back	long	1873	1
AF	62	3	stat	st	low	unround	back	long	1873	1
AF	62	4	stat	st	low	unround	back	long	1873	1
AF	62	5	stat	st	low	unround	back	long	1873	1
AF	62	6	stat	st	low	unround	back	long	1873	1
AF	63	1	dag	d	low	unround	back	long	25467	1
AF	63	2	dag	d	low	unround	back	long	25467	1
AF	63	3	dag	d	low	unround	back	long	25467	1
AF	63	4	dag	d	low	unround	back	long	25467	1
AF	63	5	dag	d	low	unround	back	long	25467	1
AF	63	6	dag	d	low	unround	back	long	25467	1
AF	64	1	syn	sV	high	round	front	long	2669	0
AF	64	2	syn	sV	high	round	front	long	2669	1
AF	64	3	syn	sV	high	round	front	long	2669	0
AF	64	4	syn	sV	high	round	front	long	2669	1
AF	64	5	syn	sV	high	round	front	long	2669	1
AF	64	6	syn	sV	high	round	front	long	2669	1
AF	65	1	dag	d	low	unround	back	long	25467	1
AF	65	2	dag	d	low	unround	back	long	25467	1
AF	65	3	dag	d	low	unround	back	long	25467	1
AF	65	4	dag	d	low	unround	back	long	25467	1
AF	65	5	dag	d	low	unround	back	long	25467	1
AF	65	6	dag	d	low	unround	back	long	25467	1
AF	66	1	syn	sV	high	round	front	long	2669	1
AF	66	2	syn	sV	high	round	front	long	2669	1
AF	66	3	syn	sV	high	round	front	long	2669	1
AF	66	4	syn	sV	high	round	front	long	2669	0
AF	66	5	syn	sV	high	round	front	long	2669	0
AF	66	6	syn	sV	high	round	front	long	2669	0
AF	67	1	dag	d	low	unround	back	long	25467	1
AF	67	2	dag	d	low	unround	back	long	25467	1
AF	67	3	dag	d	low	unround	back	long	25467	1
AF	67	4	dag	d	low	unround	back	long	25467	1
AF	67	5	dag	d	low	unround	back	long	25467	1
AF	67	6	dag	d	low	unround	back	long	25467	1
AF	68	1	syn	sV	high	round	front	long	2669	1
AF	68	2	syn	sV	high	round	front	long	2669	1
AF	68	3	syn	sV	high	round	front	long	2669	1
AF	68	4	syn	sV	high	round	front	long	2669	0
AF	68	5	syn	sV	high	round	front	long	2669	0
AF	68	6	syn	sV	high	round	front	long	2669	0
AF	69	1	dag	d	low	unround	back	long	25467	1
AF	69	2	dag	d	low	unround	back	long	25467	1
AF	69	3	dag	d	low	unround	back	long	25467	1
AF	69	4	dag	d	low	unround	back	long	25467	1
AF	69	5	dag	d	low	unround	back	long	25467	1
AF	69	6	dag	d	low	unround	back	long	25467	1
AF	70	1	syn	sV	high	round	front	long	2669	0
AF	70	2	syn	sV	high	round	front	long	2669	0
AF	70	3	syn	sV	high	round	front	long	2669	1
AF	70	4	syn	sV	high	round	front	long	2669	0
AF	70	5	syn	sV	high	round	front	long	2669	0
AF	70	6	syn	sV	high	round	front	long	2669	0
AF	71	1	sted	st	mid	unround	front	long	10216	0
AF	71	2	sted	st	mid	unround	front	long	10216	0
AF	71	3	sted	st	mid	unround	front	long	10216	0
AF	71	4	sted	st	mid	unround	front	long	10216	1
AF	71	5	sted	st	mid	unround	front	long	10216	1
AF	71	6	sted	st	mid	unround	front	long	10216	1
AF	72	1	seng	sV	mid	unround	front	short	895	0
AF	72	2	seng	sV	mid	unround	front	short	895	0
AF	72	3	seng	sV	mid	unround	front	short	895	0
AF	72	4	seng	sV	mid	unround	front	short	895	0
AF	72	5	seng	sV	mid	unround	front	short	895	0
AF	72	6	seng	sV	mid	unround	front	short	895	0
AF	73	1	sted	st	mid	unround	front	long	10216	0
AF	73	2	sted	st	mid	unround	front	long	10216	0
AF	73	3	sted	st	mid	unround	front	long	10216	1
AF	73	4	sted	st	mid	unround	front	long	10216	0
AF	73	5	sted	st	mid	unround	front	long	10216	0
AF	73	6	sted	st	mid	unround	front	long	10216	0
AF	74	1	seng	sV	mid	unround	front	short	895	0
AF	74	2	seng	sV	mid	unround	front	short	895	0
AF	74	3	seng	sV	mid	unround	front	short	895	0
AF	74	4	seng	sV	mid	unround	front	short	895	0
AF	74	5	seng	sV	mid	unround	front	short	895	0
AF	74	6	seng	sV	mid	unround	front	short	895	0
AF	75	1	sted	st	mid	unround	front	long	10216	0
AF	75	2	sted	st	mid	unround	front	long	10216	0
AF	75	3	sted	st	mid	unround	front	long	10216	1
AF	75	4	sted	st	mid	unround	front	long	10216	0
AF	75	5	sted	st	mid	unround	front	long	10216	0
AF	75	6	sted	st	mid	unround	front	long	10216	0
AF	76	1	seng	sV	mid	unround	front	short	895	0
AF	76	2	seng	sV	mid	unround	front	short	895	0
AF	76	3	seng	sV	mid	unround	front	short	895	0
AF	76	4	seng	sV	mid	unround	front	short	895	0
AF	76	5	seng	sV	mid	unround	front	short	895	0
AF	76	6	seng	sV	mid	unround	front	short	895	1
AF	77	1	sted	st	mid	unround	front	long	10216	0
AF	77	2	sted	st	mid	unround	front	long	10216	0
AF	77	3	sted	st	mid	unround	front	long	10216	1
AF	77	4	sted	st	mid	unround	front	long	10216	0
AF	77	5	sted	st	mid	unround	front	long	10216	0
AF	77	6	sted	st	mid	unround	front	long	10216	0
AF	78	1	seng	sV	mid	unround	front	short	895	0
AF	78	2	seng	sV	mid	unround	front	short	895	0
AF	78	3	seng	sV	mid	unround	front	short	895	0
AF	78	4	seng	sV	mid	unround	front	short	895	0
AF	78	5	seng	sV	mid	unround	front	short	895	0
AF	78	6	seng	sV	mid	unround	front	short	895	0
AF	79	1	stund	st	high	round	front	short	4310	0
AF	79	2	stund	st	high	round	front	short	4310	1
AF	79	3	stund	st	high	round	front	short	4310	0
AF	79	4	stund	st	high	round	front	short	4310	0
AF	79	5	stund	st	high	round	front	short	4310	0
AF	79	6	stund	st	high	round	front	short	4310	1
AF	80	1	stein	st	low	unround	front	long	3222	0
AF	80	2	stein	st	low	unround	front	long	3222	0
AF	80	3	stein	st	low	unround	front	long	3222	1
AF	80	4	stein	st	low	unround	front	long	3222	1
AF	80	5	stein	st	low	unround	front	long	3222	1
AF	80	6	stein	st	low	unround	front	long	3222	1
AH	5	1	dag	d	low	unround	back	long	25467	1
AH	5	2	dag	d	low	unround	back	long	25467	1
AH	5	3	dag	d	low	unround	back	long	25467	1
AH	5	4	dag	d	low	unround	back	long	25467	1
AH	5	5	dag	d	low	unround	back	long	25467	1
AH	5	6	dag	d	low	unround	back	long	25467	1
AH	6	1	stat	st	low	unround	back	long	1873	1
AH	6	2	stat	st	low	unround	back	long	1873	1
AH	6	3	stat	st	low	unround	back	long	1873	1
AH	6	4	stat	st	low	unround	back	long	1873	1
AH	6	5	stat	st	low	unround	back	long	1873	1
AH	6	6	stat	st	low	unround	back	long	1873	1
AH	7	1	dag	d	low	unround	back	long	25467	1
AH	7	2	dag	d	low	unround	back	long	25467	1
AH	7	3	dag	d	low	unround	back	long	25467	1
AH	7	4	dag	d	low	unround	back	long	25467	1
AH	7	5	dag	d	low	unround	back	long	25467	1
AH	7	6	dag	d	low	unround	back	long	25467	1
AH	8	1	stat	st	low	unround	back	long	1873	1
AH	8	2	stat	st	low	unround	back	long	1873	1
AH	8	3	stat	st	low	unround	back	long	1873	1
AH	8	4	stat	st	low	unround	back	long	1873	1
AH	8	5	stat	st	low	unround	back	long	1873	1
AH	8	6	stat	st	low	unround	back	long	1873	1
AH	9	1	dag	d	low	unround	back	long	25467	1
AH	9	2	dag	d	low	unround	back	long	25467	1
AH	9	3	dag	d	low	unround	back	long	25467	1
AH	9	4	dag	d	low	unround	back	long	25467	1
AH	9	5	dag	d	low	unround	back	long	25467	1
AH	9	6	dag	d	low	unround	back	long	25467	1
AH	10	1	stat	st	low	unround	back	long	1873	1
AH	10	2	stat	st	low	unround	back	long	1873	1
AH	10	3	stat	st	low	unround	back	long	1873	1
AH	10	4	stat	st	low	unround	back	long	1873	1
AH	10	5	stat	st	low	unround	back	long	1873	1
AH	10	6	stat	st	low	unround	back	long	1873	1
AH	11	1	dag	d	low	unround	back	long	25467	1
AH	11	2	dag	d	low	unround	back	long	25467	1
AH	11	3	dag	d	low	unround	back	long	25467	1
AH	11	4	dag	d	low	unround	back	long	25467	1
AH	11	5	dag	d	low	unround	back	long	25467	1
AH	11	6	dag	d	low	unround	back	long	25467	1
AH	12	1	stat	st	low	unround	back	long	1873	1
AH	12	2	stat	st	low	unround	back	long	1873	1
AH	12	3	stat	st	low	unround	back	long	1873	1
AH	12	4	stat	st	low	unround	back	long	1873	1
AH	12	5	stat	st	low	unround	back	long	1873	1
AH	12	6	stat	st	low	unround	back	long	1873	1
AH	13	1	sønn	sV	mid	round	front	short	3843	1
AH	13	2	sønn	sV	mid	round	front	short	3843	1
AH	13	3	sønn	sV	mid	round	front	short	3843	1
AH	13	4	sønn	sV	mid	round	front	short	3843	1
AH	13	5	sønn	sV	mid	round	front	short	3843	1
AH	13	6	sønn	sV	mid	round	front	short	3843	1
AH	14	1	stoff	st	mid	round	back	short	1564	1
AH	14	2	stoff	st	mid	round	back	short	1564	1
AH	14	3	stoff	st	mid	round	back	short	1564	1
AH	14	4	stoff	st	mid	round	back	short	1564	1
AH	14	5	stoff	st	mid	round	back	short	1564	1
AH	14	6	stoff	st	mid	round	back	short	1564	1
AH	15	1	sønn	sV	mid	round	front	short	3843	0
AH	15	2	sønn	sV	mid	round	front	short	3843	1
AH	15	3	sønn	sV	mid	round	front	short	3843	0
AH	15	4	sønn	sV	mid	round	front	short	3843	1
AH	15	5	sønn	sV	mid	round	front	short	3843	1
AH	15	6	sønn	sV	mid	round	front	short	3843	0
AH	16	1	stoff	st	mid	round	back	short	1564	1
AH	16	2	stoff	st	mid	round	back	short	1564	1
AH	16	3	stoff	st	mid	round	back	short	1564	1
AH	16	4	stoff	st	mid	round	back	short	1564	1
AH	16	5	stoff	st	mid	round	back	short	1564	1
AH	16	6	stoff	st	mid	round	back	short	1564	1
AH	17	1	sønn	sV	mid	round	front	short	3843	1
AH	17	2	sønn	sV	mid	round	front	short	3843	1
AH	17	3	sønn	sV	mid	round	front	short	3843	1
AH	17	4	sønn	sV	mid	round	front	short	3843	1
AH	17	5	sønn	sV	mid	round	front	short	3843	0
AH	17	6	sønn	sV	mid	round	front	short	3843	1
AH	18	2	stoff	st	mid	round	back	short	1564	1
AH	18	3	stoff	st	mid	round	back	short	1564	1
AH	18	4	stoff	st	mid	round	back	short	1564	1
AH	18	5	stoff	st	mid	round	back	short	1564	1
AH	18	6	stoff	st	mid	round	back	short	1564	1
AH	19	1	sønn	sV	mid	round	front	short	3843	1
AH	19	2	sønn	sV	mid	round	front	short	3843	1
AH	19	3	sønn	sV	mid	round	front	short	3843	1
AH	19	4	sønn	sV	mid	round	front	short	3843	1
AH	19	5	sønn	sV	mid	round	front	short	3843	1
AH	19	6	sønn	sV	mid	round	front	short	3843	1
AH	20	1	stoff	st	mid	round	back	short	1564	1
AH	20	2	stoff	st	mid	round	back	short	1564	1
AH	20	3	stoff	st	mid	round	back	short	1564	1
AH	20	4	stoff	st	mid	round	back	short	1564	1
AH	20	5	stoff	st	mid	round	back	short	1564	1
AH	20	6	stoff	st	mid	round	back	short	1564	1
AH	21	1	sted	st	mid	unround	front	long	10216	1
AH	21	2	sted	st	mid	unround	front	long	10216	1
AH	21	3	sted	st	mid	unround	front	long	10216	1
AH	21	4	sted	st	mid	unround	front	long	10216	1
AH	21	5	sted	st	mid	unround	front	long	10216	1
AH	21	6	sted	st	mid	unround	front	long	10216	1
AH	22	1	sak	sV	low	unround	back	long	3399	1
AH	22	2	sak	sV	low	unround	back	long	3399	1
AH	22	3	sak	sV	low	unround	back	long	3399	1
AH	22	4	sak	sV	low	unround	back	long	3399	1
AH	22	5	sak	sV	low	unround	back	long	3399	1
AH	22	6	sak	sV	low	unround	back	long	3399	1
AH	23	1	sted	st	mid	unround	front	long	10216	1
AH	23	2	sted	st	mid	unround	front	long	10216	1
AH	23	3	sted	st	mid	unround	front	long	10216	1
AH	23	4	sted	st	mid	unround	front	long	10216	1
AH	23	5	sted	st	mid	unround	front	long	10216	1
AH	23	6	sted	st	mid	unround	front	long	10216	1
AH	24	1	sak	sV	low	unround	back	long	3399	1
AH	24	2	sak	sV	low	unround	back	long	3399	1
AH	24	3	sak	sV	low	unround	back	long	3399	1
AH	24	4	sak	sV	low	unround	back	long	3399	1
AH	24	5	sak	sV	low	unround	back	long	3399	1
AH	24	6	sak	sV	low	unround	back	long	3399	1
AH	25	1	sted	st	mid	unround	front	long	10216	1
AH	25	2	sted	st	mid	unround	front	long	10216	1
AH	25	3	sted	st	mid	unround	front	long	10216	1
AH	25	4	sted	st	mid	unround	front	long	10216	1
AH	25	5	sted	st	mid	unround	front	long	10216	1
AH	25	6	sted	st	mid	unround	front	long	10216	1
AH	26	1	sak	sV	low	unround	back	long	3399	1
AH	26	2	sak	sV	low	unround	back	long	3399	1
AH	26	3	sak	sV	low	unround	back	long	3399	1
AH	26	4	sak	sV	low	unround	back	long	3399	1
AH	26	5	sak	sV	low	unround	back	long	3399	1
AH	26	6	sak	sV	low	unround	back	long	3399	1
AH	27	1	sted	st	mid	unround	front	long	10216	1
AH	27	2	sted	st	mid	unround	front	long	10216	1
AH	27	3	sted	st	mid	unround	front	long	10216	1
AH	27	4	sted	st	mid	unround	front	long	10216	1
AH	27	5	sted	st	mid	unround	front	long	10216	1
AH	27	6	sted	st	mid	unround	front	long	10216	1
AH	28	1	sak	sV	low	unround	back	long	3399	1
AH	28	2	sak	sV	low	unround	back	long	3399	1
AH	28	3	sak	sV	low	unround	back	long	3399	1
AH	28	4	sak	sV	low	unround	back	long	3399	1
AH	28	5	sak	sV	low	unround	back	long	3399	1
AH	28	6	sak	sV	low	unround	back	long	3399	1
AH	29	1	navn	n	low	unround	back	short	8451	1
AH	29	2	navn	n	low	unround	back	short	8451	1
AH	29	3	navn	n	low	unround	back	short	8451	1
AH	29	4	navn	n	low	unround	back	short	8451	1
AH	29	5	navn	n	low	unround	back	short	8451	1
AH	29	6	navn	n	low	unround	back	short	8451	1
AH	30	1	sol	sV	high	round	back	long	1241	0
AH	30	2	sol	sV	high	round	back	long	1241	0
AH	30	3	sol	sV	high	round	back	long	1241	1
AH	30	4	sol	sV	high	round	back	long	1241	1
AH	30	5	sol	sV	high	round	back	long	1241	0
AH	30	6	sol	sV	high	round	back	long	1241	0
AH	31	1	navn	n	low	unround	back	short	8451	1
AH	31	2	navn	n	low	unround	back	short	8451	1
AH	31	3	navn	n	low	unround	back	short	8451	1
AH	31	4	navn	n	low	unround	back	short	8451	1
AH	31	5	navn	n	low	unround	back	short	8451	1
AH	31	6	navn	n	low	unround	back	short	8451	1
AH	32	1	sol	sV	high	round	back	long	1241	0
AH	32	2	sol	sV	high	round	back	long	1241	0
AH	32	3	sol	sV	high	round	back	long	1241	0
AH	32	4	sol	sV	high	round	back	long	1241	0
AH	32	5	sol	sV	high	round	back	long	1241	0
AH	32	6	sol	sV	high	round	back	long	1241	0
AH	33	1	navn	n	low	unround	back	short	8451	1
AH	33	2	navn	n	low	unround	back	short	8451	1
AH	33	3	navn	n	low	unround	back	short	8451	1
AH	33	4	navn	n	low	unround	back	short	8451	1
AH	33	5	navn	n	low	unround	back	short	8451	1
AH	33	6	navn	n	low	unround	back	short	8451	1
AH	34	1	sol	sV	high	round	back	long	1241	0
AH	34	2	sol	sV	high	round	back	long	1241	0
AH	34	3	sol	sV	high	round	back	long	1241	0
AH	34	4	sol	sV	high	round	back	long	1241	0
AH	34	5	sol	sV	high	round	back	long	1241	0
AH	34	6	sol	sV	high	round	back	long	1241	0
AH	35	1	navn	n	low	unround	back	short	8451	1
AH	35	2	navn	n	low	unround	back	short	8451	1
AH	35	3	navn	n	low	unround	back	short	8451	1
AH	35	4	navn	n	low	unround	back	short	8451	1
AH	35	5	navn	n	low	unround	back	short	8451	1
AH	35	6	navn	n	low	unround	back	short	8451	1
AH	36	1	sol	sV	high	round	back	long	1241	0
AH	36	2	sol	sV	high	round	back	long	1241	0
AH	36	3	sol	sV	high	round	back	long	1241	0
AH	36	4	sol	sV	high	round	back	long	1241	0
AH	36	5	sol	sV	high	round	back	long	1241	0
AH	36	6	sol	sV	high	round	back	long	1241	0
AH	37	1	seng	sV	mid	unround	front	short	895	0
AH	37	2	seng	sV	mid	unround	front	short	895	0
AH	37	3	seng	sV	mid	unround	front	short	895	0
AH	37	4	seng	sV	mid	unround	front	short	895	0
AH	37	5	seng	sV	mid	unround	front	short	895	0
AH	37	6	seng	sV	mid	unround	front	short	895	0
AH	39	1	seng	sV	mid	unround	front	short	895	0
AH	39	2	seng	sV	mid	unround	front	short	895	0
AH	39	3	seng	sV	mid	unround	front	short	895	0
AH	39	4	seng	sV	mid	unround	front	short	895	0
AH	39	5	seng	sV	mid	unround	front	short	895	1
AH	39	6	seng	sV	mid	unround	front	short	895	0
AH	41	1	seng	sV	mid	unround	front	short	895	0
AH	41	2	seng	sV	mid	unround	front	short	895	0
AH	41	3	seng	sV	mid	unround	front	short	895	0
AH	41	4	seng	sV	mid	unround	front	short	895	1
AH	41	5	seng	sV	mid	unround	front	short	895	0
AH	41	6	seng	sV	mid	unround	front	short	895	0
AH	43	1	seng	sV	mid	unround	front	short	895	1
AH	43	2	seng	sV	mid	unround	front	short	895	1
AH	43	3	seng	sV	mid	unround	front	short	895	1
AH	43	4	seng	sV	mid	unround	front	short	895	1
AH	43	5	seng	sV	mid	unround	front	short	895	1
AH	43	6	seng	sV	mid	unround	front	short	895	1
AH	45	1	stein	st	low	unround	front	long	3222	1
AH	45	2	stein	st	low	unround	front	long	3222	1
AH	45	3	stein	st	low	unround	front	long	3222	1
AH	45	4	stein	st	low	unround	front	long	3222	1
AH	45	5	stein	st	low	unround	front	long	3222	1
