subject	block	pos	word	onset	vheight	vround	vfront	vlength	frequency	retro
VJ	58	5	syn	sV	high	round	front	long	2669	0
VJ	58	6	syn	sV	high	round	front	long	2669	0
VJ	59	1	stund	st	high	round	front	short	4310	0
VJ	59	2	stund	st	high	round	front	short	4310	1
VJ	59	3	stund	st	high	round	front	short	4310	1
VJ	59	4	stund	st	high	round	front	short	4310	1
VJ	59	5	stund	st	high	round	front	short	4310	1
VJ	59	6	stund	st	high	round	front	short	4310	1
VJ	60	1	syn	sV	high	round	front	long	2669	0
VJ	60	2	syn	sV	high	round	front	long	2669	1
VJ	60	3	syn	sV	high	round	front	long	2669	1
VJ	60	4	syn	sV	high	round	front	long	2669	1
VJ	60	5	syn	sV	high	round	front	long	2669	1
VJ	60	6	syn	sV	high	round	front	long	2669	1
VJ	61	1	stund	st	high	round	front	short	4310	1
VJ	61	2	stund	st	high	round	front	short	4310	1
VJ	61	3	stund	st	high	round	front	short	4310	1
VJ	61	4	stund	st	high	round	front	short	4310	1
VJ	61	5	stund	st	high	round	front	short	4310	1
VJ	61	6	stund	st	high	round	front	short	4310	1

subject	block	pos	word	onset	vheight	vround	vfront	retro
AF	17	1	su	sV	high	round	front	0
AF	17	2	su	sV	high	round	front	0
AF	17	3	su	sV	high	round	front	0
AF	17	4	su	sV	high	round	front	0
AF	17	5	su	sV	high	round	front	0
AF	17	6	su	sV	high	round	front	0
AF	17	7	su	sV	high	round	front	0
AF	18	1	sa	sV	low	unround	back	0
AF	18	2	sa	sV	low	unround	back	1
AF	18	3	sa	sV	low	unround	back	0
AF	18	4	sa	sV	low	unround	back	0
AF	18	5	sa	sV	low	unround	back	0
AF	18	6	sa	sV	low	unround	back	1
AF	18	7	sa	sV	low	unround	back	1
AF	19	1	ska	sk	low	unround	back	0
AF	19	2	ska	sk	low	unround	back	0
AF	19	3	ska	sk	low	unround	back	1
AF	19	4	ska	sk	low	unround	back	0
AF	19	5	ska	sk	low	unround	back	0
AF	19	6	ska	sk	low	unround	back	1
AF	19	7	ska	sk	low	unround	back	1
AF	20	1	di	d	high	unround	front	1
AF	20	2	di	d	high	unround	front	1
AF	20	3	di	d	high	unround	front	1
AF	20	4	di	d	high	unround	front	1
AF	20	5	di	d	high	unround	front	1
AF	20	6	di	d	high	unround	front	1
AF	20	7	di	d	high	unround	front	1
AF	21	1	su	sV	high	round	front	0
AF	21	2	su	sV	high	round	front	1
AF	21	3	su	sV	high	round	front	0
AF	21	4	su	sV	high	round	front	0
AF	21	5	su	sV	high	round	front	0
AF	21	6	su	sV	high	round	front	1
AF	21	7	su	sV	high	round	front	1
AF	22	1	sa	sV	low	unround	back	0
AF	22	2	sa	sV	low	unround	back	1
AF	22	3	sa	sV	low	unround	back	1
AF	22	4	sa	sV	low	unround	back	0
AF	22	5	sa	sV	low	unround	back	0
AF	22	6	sa	sV	low	unround	back	1
AF	22	7	sa	sV	low	unround	back	1
AF	23	1	ska	sk	low	unround	back	0
AF	23	2	ska	sk	low	unround	back	1
AF	23	3	ska	sk	low	unround	back	1
AF	23	4	ska	sk	low	unround	back	0
AF	23	5	ska	sk	low	unround	back	1
AF	23	6	ska	sk	low	unround	back	1
AF	23	7	ska	sk	low	unround	back	1
AF	24	1	di	d	high	unround	front	1
AF	24	2	di	d	high	unround	front	1
AF	24	3	di	d	high	unround	front	1
AF	24	4	di	d	high	unround	front	1
AF	24	5	di	d	high	unround	front	1
AF	24	6	di	d	high	unround	front	1
AF	24	7	di	d	high	unround	front	1
AF	25	1	su	sV	high	round	front	0
AF	25	2	su	sV	high	round	front	1
AF	25	3	su	sV	high	round	front	1
AF	25	4	su	sV	high	round	front	1
AF	25	5	su	sV	high	round	front	1
AF	25	6	su	sV	high	round	front	1
AF	25	7	su	sV	high	round	front	1
AF	26	1	sa	sV	low	unround	back	0
AF	26	2	sa	sV	low	unround	back	1
AF	26	3	sa	sV	low	unround	back	1
AF	26	4	sa	sV	low	unround	back	1
AF	26	5	sa	sV	low	unround	back	1
AF	26	6	sa	sV	low	unround	back	1
AF	27	1	ska	sk	low	unround	back	0
AF	27	2	ska	sk	low	unround	back	1
AF	27	3	ska	sk	low	unround	back	1
AF	27	4	ska	sk	low	unround	back	0
AF	27	6	ska	sk	low	unround	back	1
AF	27	7	ska	sk	low	unround	back	1
AF	28	1	di	d	high	unround	front	1
AF	28	2	di	d	high	unround	front	1
AF	28	3	di	d	high	unround	front	1
AF	28	4	di	d	high	unround	front	1
AF	28	5	di	d	high	unround	front	1
AF	28	6	di	d	high	unround	front	1
AF	28	7	di	d	high	unround	front	1
AF	29	1	su	sV	high	round	front	0
AF	29	2	su	sV	high	round	front	1
AF	29	3	su	sV	high	round	front	1
AF	29	4	su	sV	high	round	front	1
AF	29	5	su	sV	high	round	front	1
AF	29	6	su	sV	high	round	front	1
AF	29	7	su	sV	high	round	front	1
AF	30	1	sa	sV	low	unround	back	0
AF	30	2	sa	sV	low	unround	back	1
AF	30	3	sa	sV	low	unround	back	1
AF	30	4	sa	sV	low	unround	back	0
AF	30	5	sa	sV	low	unround	back	0
AF	30	6	sa	sV	low	unround	back	1
AF	30	7	sa	sV	low	unround	back	1
AF	31	1	ska	sk	low	unround	back	0
AF	31	2	ska	sk	low	unround	back	1
AF	31	3	ska	sk	low	unround	back	1
AF	31	4	ska	sk	low	unround	back	1
AF	31	5	ska	sk	low	unround	back	1
AF	31	6	ska	sk	low	unround	back	1
AF	31	7	ska	sk	low	unround	back	1
AF	32	1	di	d	high	unround	front	1
AF	32	2	di	d	high	unround	front	1
AF	32	3	di	d	high	unround	front	1
AF	32	4	di	d	high	unround	front	1
AF	32	5	di	d	high	unround	front	1
AF	32	6	di	d	high	unround	front	1
AF	32	7	di	d	high	unround	front	1
AF	33	1	sku	sk	high	round	front	1
AF	33	2	sku	sk	high	round	front	1
AF	33	3	sku	sk	high	round	front	1
AF	33	4	sku	sk	high	round	front	0
AF	33	5	sku	sk	high	round	front	1
AF	33	6	sku	sk	high	round	front	1
AF	33	7	sku	sk	high	round	front	1
AF	34	1	so	sV	high	round	back	0
AF	34	2	so	sV	high	round	back	1
AF	34	3	so	sV	high	round	back	1
AF	34	4	so	sV	high	round	back	1
AF	34	5	so	sV	high	round	back	1
AF	34	6	so	sV	high	round	back	1
AF	34	7	so	sV	high	round	back	1
AF	36	1	skå	sk	mid	round	back	0
AF	36	2	skå	sk	mid	round	back	1
AF	36	3	skå	sk	mid	round	back	1
AF	36	4	skå	sk	mid	round	back	1
AF	36	5	skå	sk	mid	round	back	1
AF	36	6	skå	sk	mid	round	back	1
AF	36	7	skå	sk	mid	round	back	1
AF	37	1	sku	sk	high	round	front	0
AF	37	2	sku	sk	high	round	front	1
AF	37	3	sku	sk	high	round	front	1
AF	37	4	sku	sk	high	round	front	1
AF	37	5	sku	sk	high	round	front	1
AF	37	6	sku	sk	high	round	front	1
AF	37	7	sku	sk	high	round	front	1
AF	38	1	so	sV	high	round	back	0
AF	38	2	so	sV	high	round	back	1
AF	38	3	so	sV	high	round	back	1
AF	38	4	so	sV	high	round	back	1
AF	38	5	so	sV	high	round	back	1
AF	38	6	so	sV	high	round	back	1
AF	38	7	so	sV	high	round	back	1
AF	40	1	skå	sk	mid	round	back	0
AF	40	2	skå	sk	mid	round	back	1
AF	40	3	skå	sk	mid	round	back	1
AF	40	4	skå	sk	mid	round	back	1
AF	40	5	skå	sk	mid	round	back	1
AF	40	6	skå	sk	mid	round	back	1
AF	40	7	skå	sk	mid	round	back	1
AF	41	1	sku	sk	high	round	front	0
AF	41	2	sku	sk	high	round	front	1
AF	41	3	sku	sk	high	round	front	1
AF	41	4	sku	sk	high	round	front	0
AF	41	5	sku	sk	high	round	front	1
AF	41	6	sku	sk	high	round	front	1
AF	41	7	sku	sk	high	round	front	1
AF	42	1	so	sV	high	round	back	0
AF	42	2	so	sV	high	round	back	1
AF	42	3	so	sV	high	round	back	1
AF	42	4	so	sV	high	round	back	1
AF	42	5	so	sV	high	round	back	1
AF	42	6	so	sV	high	round	back	1
AF	42	7	so	sV	high	round	back	1
AF	44	1	skå	sk	mid	round	back	1
AF	44	2	skå	sk	mid	round	back	1
AF	44	3	skå	sk	mid	round	back	1
AF	44	4	skå	sk	mid	round	back	1
AF	44	5	skå	sk	mid	round	back	1
AF	44	6	skå	sk	mid	round	back	1
AF	44	7	skå	sk	mid	round	back	1
AF	45	1	sku	sk	high	round	front	0
AF	45	2	sku	sk	high	round	front	1
AF	45	3	sku	sk	high	round	front	1
AF	45	4	sku	sk	high	round	front	1
AF	45	5	sku	sk	high	round	front	1
AF	45	6	sku	sk	high	round	front	1
AF	45	7	sku	sk	high	round	front	1
AF	46	1	so	sV	high	round	back	0
AF	46	2	so	sV	high	round	back	1
AF	46	3	so	sV	high	round	back	1
AF	46	4	so	sV	high	round	back	1
AF	46	5	so	sV	high	round	back	1
AF	46	6	so	sV	high	round	back	1
AF	46	7	so	sV	high	round	back	1
AF	48	1	skå	sk	mid	round	back	0
AF	48	2	skå	sk	mid	round	back	1
AF	48	3	skå	sk	mid	round	back	1
AF	48	4	skå	sk	mid	round	back	1
AF	48	5	skå	sk	mid	round	back	1
AF	48	6	skå	sk	mid	round	back	1
AF	48	7	skå	sk	mid	round	back	1
AF	49	1	so	sV	high	round	back	0
AF	49	2	so	sV	high	round	back	1
AF	49	3	so	sV	high	round	back	1
AF	49	4	so	sV	high	round	back	1
AF	49	5	so	sV	high	round	back	1
AF	49	6	so	sV	high	round	back	1
AF	49	7	so	sV	high	round	back	1
AF	50	1	sta	st	low	unround	back	0
AF	50	2	sta	st	low	unround	back	0
AF	50	3	sta	st	low	unround	back	1
AF	50	4	sta	st	low	unround	back	1
AF	50	5	sta	st	low	unround	back	0
AF	50	6	sta	st	low	unround	back	1
AF	50	7	sta	st	low	unround	back	1
AF	51	1	sa	sV	low	unround	back	0
AF	51	2	sa	sV	low	unround	back	0
AF	51	3	sa	sV	low	unround	back	1
AF	51	4	sa	sV	low	unround	back	1
AF	51	5	sa	sV	low	unround	back	0
AF	51	6	sa	sV	low	unround	back	1
AF	51	7	sa	sV	low	unround	back	1
AF	53	1	so	sV	high	round	back	0
AF	53	2	so	sV	high	round	back	0
AF	53	3	so	sV	high	round	back	0
AF	53	4	so	sV	high	round	back	1
AF	53	5	so	sV	high	round	back	1
AF	53	6	so	sV	high	round	back	1
AF	53	7	so	sV	high	round	back	1
AF	54	1	sta	st	low	unround	back	0
AF	54	2	sta	st	low	unround	back	0
AF	54	3	sta	st	low	unround	back	1
AF	54	4	sta	st	low	unround	back	1
AF	54	5	sta	st	low	unround	back	1
AF	54	6	sta	st	low	unround	back	1
AF	54	7	sta	st	low	unround	back	1
AF	55	1	sa	sV	low	unround	back	0
AF	55	2	sa	sV	low	unround	back	1
AF	55	3	sa	sV	low	unround	back	1
AF	55	4	sa	sV	low	unround	back	1
AF	55	5	sa	sV	low	unround	back	1
AF	55	6	sa	sV	low	unround	back	1
AF	55	7	sa	sV	low	unround	back	1
AF	57	1	so	sV	high	round	back	0
AF	57	2	so	sV	high	round	back	1
AF	57	3	so	sV	high	round	back	1
AF	57	4	so	sV	high	round	back	1
AF	57	5	so	sV	high	round	back	0
AF	57	6	so	sV	high	round	back	1
AF	57	7	so	sV	high	round	back	1
AF	58	1	sta	st	low	unround	back	0
AF	58	2	sta	st	low	unround	back	1
AF	58	3	sta	st	low	unround	back	1
AF	58	4	sta	st	low	unround	back	0
AF	58	5	sta	st	low	unround	back	1
AF	58	6	sta	st	low	unround	back	1
AF	58	7	sta	st	low	unround	back	1
AF	59	1	sa	sV	low	unround	back	0
AF	59	2	sa	sV	low	unround	back	1
AF	59	3	sa	sV	low	unround	back	1
AF	59	4	sa	sV	low	unround	back	1
AF	59	5	sa	sV	low	unround	back	0
AF	59	6	sa	sV	low	unround	back	1
AF	59	7	sa	sV	low	unround	back	1
AF	61	1	so	sV	high	round	back	0
AF	61	2	so	sV	high	round	back	0
AF	61	3	so	sV	high	round	back	0
AF	61	4	so	sV	high	round	back	1
AF	61	5	so	sV	high	round	back	1
AF	61	6	so	sV	high	round	back	1
AF	61	7	so	sV	high	round	back	1
AF	62	1	sta	st	low	unround	back	0
AF	62	2	sta	st	low	unround	back	0
AF	62	3	sta	st	low	unround	back	0
AF	62	4	sta	st	low	unround	back	0
AF	62	5	sta	st	low	unround	back	1
AF	62	6	sta	st	low	unround	back	1
AF	62	7	sta	st	low	unround	back	1
AF	63	1	sa	sV	low	unround	back	0
AF	63	2	sa	sV	low	unround	back	0
AF	63	3	sa	sV	low	unround	back	1
AF	63	4	sa	sV	low	unround	back	1
AF	63	5	sa	sV	low	unround	back	1
AF	63	6	sa	sV	low	unround	back	1
AF	63	7	sa	sV	low	unround	back	1
AF	65	1	su	sV	high	round	front	0
AF	65	2	su	sV	high	round	front	0
AF	65	3	su	sV	high	round	front	0
AF	65	4	su	sV	high	round	front	0
AF	65	6	su	sV	high	round	front	1
AF	65	7	su	sV	high	round	front	1
AF	66	1	sto	st	high	round	back	0
AF	66	2	sto	st	high	round	back	1
AF	66	3	sto	st	high	round	back	1
AF	66	4	sto	st	high	round	back	0
AF	66	5	sto	st	high	round	back	1
AF	66	6	sto	st	high	round	back	1
AF	66	7	sto	st	high	round	back	1
AF	67	1	su	sV	high	round	front	0
AF	67	2	su	sV	high	round	front	1
AF	67	3	su	sV	high	round	front	1
AF	67	4	su	sV	high	round	front	1
AF	67	5	su	sV	high	round	front	1
AF	67	6	su	sV	high	round	front	1
AF	67	7	su	sV	high	round	front	1
AF	68	1	sto	st	high	round	back	0
AF	68	2	sto	st	high	round	back	1
AF	68	3	sto	st	high	round	back	1
AF	68	4	sto	st	high	round	back	1
AF	68	5	sto	st	high	round	back	1
AF	68	6	sto	st	high	round	back	1
AF	68	7	sto	st	high	round	back	1
AF	69	1	su	sV	high	round	front	0
AF	69	2	su	sV	high	round	front	0
AF	69	3	su	sV	high	round	front	0
AF	69	4	su	sV	high	round	front	0
AF	69	5	su	sV	high	round	front	1
AF	69	6	su	sV	high	round	front	1
AF	69	7	su	sV	high	round	front	1
AF	70	1	sto	st	high	round	back	0
AF	70	2	sto	st	high	round	back	1
AF	70	3	sto	st	high	round	back	0
AF	70	4	sto	st	high	round	back	1
AF	70	5	sto	st	high	round	back	1
AF	70	6	sto	st	high	round	back	1
AF	70	7	sto	st	high	round	back	1
AF	71	1	su	sV	high	round	front	0
AF	71	3	su	sV	high	round	front	1
AF	71	4	su	sV	high	round	front	1
AF	71	5	su	sV	high	round	front	1
AF	71	6	su	sV	high	round	front	1
AF	71	7	su	sV	high	round	front	1
AF	72	1	sto	st	high	round	back	0
AF	72	2	sto	st	high	round	back	0
AF	72	3	sto	st	high	round	back	0
AF	72	4	sto	st	high	round	back	1
AF	72	5	sto	st	high	round	back	1
AF	72	6	sto	st	high	round	back	1
AF	72	7	sto	st	high	round	back	1
AF	76	1	stu	st	high	round	front	0
AF	76	2	stu	st	high	round	front	1
AF	76	3	stu	st	high	round	front	1
AF	76	4	stu	st	high	round	front	1
AF	76	5	stu	st	high	round	front	1
AF	76	6	stu	st	high	round	front	1
AF	76	7	stu	st	high	round	front	1
AF	80	1	stu	st	high	round	front	0
AF	80	2	stu	st	high	round	front	1
AF	80	3	stu	st	high	round	front	1
AF	80	4	stu	st	high	round	front	1
AF	80	5	stu	st	high	round	front	1
AF	80	6	stu	st	high	round	front	1
AF	80	7	stu	st	high	round	front	1
AF	84	1	stu	st	high	round	front	0
AF	84	2	stu	st	high	round	front	0
AF	84	3	stu	st	high	round	front	0
AF	84	4	stu	st	high	round	front	0
AF	84	5	stu	st	high	round	front	1
AF	84	6	stu	st	high	round	front	1
AF	84	7	stu	st	high	round	front	1
AF	88	1	stu	st	high	round	front	0
AF	88	2	stu	st	high	round	front	0
AF	88	3	stu	st	high	round	front	1
AF	88	4	stu	st	high	round	front	1
AF	88	5	stu	st	high	round	front	1
AF	88	6	stu	st	high	round	front	1
AF	88	7	stu	st	high	round	front	1
AH	4	1	sku	sk	high	round	front	1
AH	4	2	sku	sk	high	round	front	1
AH	4	3	sku	sk	high	round	front	1
AH	4	4	sku	sk	high	round	front	1
AH	4	5	sku	sk	high	round	front	1
AH	4	6	sku	sk	high	round	front	1
AH	4	7	sku	sk	high	round	front	1
AH	8	2	sku	sk	high	round	front	1
AH	8	3	sku	sk	high	round	front	1
AH	8	4	sku	sk	high	round	front	1
AH	8	5	sku	sk	high	round	front	1
AH	8	6	sku	sk	high	round	front	1
AH	8	7	sku	sk	high	round	front	1
AH	12	1	sku	sk	high	round	front	0
AH	12	2	sku	sk	high	round	front	1
AH	12	3	sku	sk	high	round	front	1
AH	12	4	sku	sk	high	round	front	1
AH	12	5	sku	sk	high	round	front	1
AH	12	6	sku	sk	high	round	front	1
AH	12	7	sku	sk	high	round	front	1
AH	16	1	sku	sk	high	round	front	0
AH	16	2	sku	sk	high	round	front	1
AH	16	3	sku	sk	high	round	front	1
AH	16	4	sku	sk	high	round	front	1
AH	16	5	sku	sk	high	round	front	1
AH	16	6	sku	sk	high	round	front	1
AH	16	7	sku	sk	high	round	front	1
AH	17	1	sa	sV	low	unround	back	0
AH	17	2	sa	sV	low	unround	back	0
AH	17	3	sa	sV	low	unround	back	1
AH	17	4	sa	sV	low	unround	back	0
AH	17	5	sa	sV	low	unround	back	0
AH	17	6	sa	sV	low	unround	back	1
AH	17	7	sa	sV	low	unround	back	1
AH	18	1	sto	st	high	round	back	0
AH	18	2	sto	st	high	round	back	1
AH	18	3	sto	st	high	round	back	1
AH	18	4	sto	st	high	round	back	1
AH	18	5	sto	st	high	round	back	0
AH	18	6	sto	st	high	round	back	1
AH	19	1	su	sV	high	round	front	0
AH	19	2	su	sV	high	round	front	0
AH	19	3	su	sV	high	round	front	0
AH	19	4	su	sV	high	round	front	0
AH	19	5	su	sV	high	round	front	0
AH	19	6	su	sV	high	round	front	1
AH	19	7	su	sV	high	round	front	1
AH	20	1	di	d	high	unround	front	1
AH	20	2	di	d	high	unround	front	1
AH	20	3	di	d	high	unround	front	1
AH	20	4	di	d	high	unround	front	1
AH	20	5	di	d	high	unround	front	1
AH	20	6	di	d	high	unround	front	1
AH	20	7	di	d	high	unround	front	1
AH	21	1	sa	sV	low	unround	back	0
AH	21	2	sa	sV	low	unround	back	1
AH	21	3	sa	sV	low	unround	back	1
AH	21	4	sa	sV	low	unround	back	0
AH	21	5	sa	sV	low	unround	back	0
AH	21	6	sa	sV	low	unround	back	1
AH	21	7	sa	sV	low	unround	back	1
AH	22	1	sto	st	high	round	back	0
AH	22	2	sto	st	high	round	back	1
AH	22	3	sto	st	high	round	back	1
AH	22	4	sto	st	high	round	back	1
AH	22	5	sto	st	high	round	back	1
AH	22	6	sto	st	high	round	back	1
AH	22	7	sto	st	high	round	back	1
AH	23	1	su	sV	high	round	front	0
AH	23	2	su	sV	high	round	front	1
AH	23	3	su	sV	high	round	front	1
AH	23	4	su	sV	high	round	front	1
AH	23	5	su	sV	high	round	front	1
AH	23	6	su	sV	high	round	front	1
AH	23	7	su	sV	high	round	front	1
AH	24	1	di	d	high	unround	front	1
AH	24	2	di	d	high	unround	front	1
AH	24	3	di	d	high	unround	front	1
AH	24	4	di	d	high	unround	front	1
AH	24	5	di	d	high	unround	front	1
AH	24	6	di	d	high	unround	front	1
AH	24	7	di	d	high	unround	front	1
AH	25	1	sa	sV	low	unround	back	0
AH	25	2	sa	sV	low	unround	back	1
AH	25	3	sa	sV	low	unround	back	1
AH	25	5	sa	sV	low	unround	back	0
AH	25	6	sa	sV	low	unround	back	1
AH	25	7	sa	sV	low	unround	back	1
AH	26	2	sto	st	high	round	back	0
AH	26	3	sto	st	high	round	back	0
AH	26	4	sto	st	high	round	back	0
AH	26	6	sto	st	high	round	back	1
AH	26	7	sto	st	high	round	back	1
AH	27	1	su	sV	high	round	front	0
AH	27	2	su	sV	high	round	front	1
AH	27	3	su	sV	high	round	front	0
AH	27	4	su	sV	high	round	front	0
AH	27	5	su	sV	high	round	front	0
AH	27	6	su	sV	high	round	front	0
AH	27	7	su	sV	high	round	front	0
AH	28	1	di	d	high	unround	front	1
AH	28	2	di	d	high	unround	front	1
AH	28	3	di	d	high	unround	front	1
AH	28	5	di	d	high	unround	front	1
AH	28	6	di	d	high	unround	front	1
AH	28	7	di	d	high	unround	front	1
AH	29	1	sa	sV	low	unround	back	0
AH	29	2	sa	sV	low	unround	back	0
AH	29	3	sa	sV	low	unround	back	0
AH	29	4	sa	sV	low	unround	back	0
AH	29	5	sa	sV	low	unround	back	0
AH	29	6	sa	sV	low	unround	back	1
AH	29	7	sa	sV	low	unround	back	1
AH	30	1	sto	st	high	round	back	0
AH	30	2	sto	st	high	round	back	1
AH	30	3	sto	st	high	round	back	1
AH	30	4	sto	st	high	round	back	1
AH	30	6	sto	st	high	round	back	1
AH	30	7	sto	st	high	round	back	1
AH	31	1	su	sV	high	round	front	0
AH	31	2	su	sV	high	round	front	1
AH	31	3	su	sV	high	round	front	1
AH	31	4	su	sV	high	round	front	0
AH	31	5	su	sV	high	round	front	0
AH	31	6	su	sV	high	round	front	1
AH	31	7	su	sV	high	round	front	1
AH	32	1	di	d	high	unround	front	1
AH	32	2	di	d	high	unround	front	1
AH	32	3	di	d	high	unround	front	1
AH	32	4	di	d	high	unround	front	1
AH	32	5	di	d	high	unround	front	1
AH	32	6	di	d	high	unround	front	1
AH	32	7	di	d	high	unround	front	1
AH	33	1	sa	sV	low	unround	back	0
AH	33	2	sa	sV	low	unround	back	1
AH	33	4	sa	sV	low	unround	back	0
AH	33	5	sa	sV	low	unround	back	0
AH	33	6	sa	sV	low	unround	back	1
AH	33	7	sa	sV	low	unround	back	1
AH	34	1	skå	sk	mid	round	back	0
AH	34	2	skå	sk	mid	round	back	0
AH	34	3	skå	sk	mid	round	back	1
AH	34	4	skå	sk	mid	round	back	0
AH	34	5	skå	sk	mid	round	back	0
AH	34	6	skå	sk	mid	round	back	1
AH	34	7	skå	sk	mid	round	back	1
AH	36	1	so	sV	high	round	back	0
AH	36	2	so	sV	high	round	back	1
AH	36	3	so	sV	high	round	back	1
AH	36	4	so	sV	high	round	back	0
AH	36	5	so	sV	high	round	back	0
AH	36	6	so	sV	high	round	back	1
AH	36	7	so	sV	high	round	back	1
AH	37	1	sa	sV	low	unround	back	0
AH	37	2	sa	sV	low	unround	back	1
AH	37	3	sa	sV	low	unround	back	1
AH	37	4	sa	sV	low	unround	back	0
AH	37	5	sa	sV	low	unround	back	0
AH	37	6	sa	sV	low	unround	back	1
AH	37	7	sa	sV	low	unround	back	1
AH	38	1	skå	sk	mid	round	back	0
AH	38	2	skå	sk	mid	round	back	1
AH	38	3	skå	sk	mid	round	back	1
AH	38	4	skå	sk	mid	round	back	1
AH	38	5	skå	sk	mid	round	back	1
AH	38	6	skå	sk	mid	round	back	1
AH	38	7	skå	sk	mid	round	back	1
AH	40	1	so	sV	high	round	back	0
AH	40	2	so	sV	high	round	back	1
AH	40	3	so	sV	high	round	back	1
AH	40	4	so	sV	high	round	back	0
AH	40	5	so	sV	high	round	back	0
AH	40	6	so	sV	high	round	back	1
AH	40	7	so	sV	high	round	back	1
AH	41	1	sa	sV	low	unround	back	0
AH	41	2	sa	sV	low	unround	back	0
AH	41	3	sa	sV	low	unround	back	1
AH	41	4	sa	sV	low	unround	back	0
AH	41	5	sa	sV	low	unround	back	0
AH	41	6	sa	sV	low	unround	back	1
AH	41	7	sa	sV	low	unround	back	1
AH	42	1	skå	sk	mid	round	back	0
AH	42	2	skå	sk	mid	round	back	1
AH	42	3	skå	sk	mid	round	back	1
AH	42	4	skå	sk	mid	round	back	1
AH	42	5	skå	sk	mid	round	back	1
AH	42	6	skå	sk	mid	round	back	1
AH	42	7	skå	sk	mid	round	back	1
AH	44	1	so	sV	high	round	back	0
AH	44	2	so	sV	high	round	back	1
AH	44	3	so	sV	high	round	back	1
AH	44	4	so	sV	high	round	back	1
AH	44	6	so	sV	high	round	back	1
AH	44	7	so	sV	high	round	back	1
AH	45	1	sa	sV	low	unround	back	0
AH	45	2	sa	sV	low	unround	back	1
AH	45	3	sa	sV	low	unround	back	1
AH	45	4	sa	sV	low	unround	back	0
AH	45	5	sa	sV	low	unround	back	0
AH	45	6	sa	sV	low	unround	back	1
AH	45	7	sa	sV	low	unround	back	1
AH	46	1	skå	sk	mid	round	back	0
AH	46	2	skå	sk	mid	round	back	1
AH	46	3	skå	sk	mid	round	back	1
AH	46	4	skå	sk	mid	round	back	1
AH	46	5	skå	sk	mid	round	back	1
AH	46	6	skå	sk	mid	round	back	1
AH	46	7	skå	sk	mid	round	back	1
AH	48	1	so	sV	high	round	back	0
AH	48	2	so	sV	high	round	back	1
AH	48	3	so	sV	high	round	back	1
AH	48	4	so	sV	high	round	back	1
AH	48	5	so	sV	high	round	back	1
AH	48	6	so	sV	high	round	back	1
AH	48	7	so	sV	high	round	back	1
AH	49	1	sta	st	low	unround	back	0
AH	49	2	sta	st	low	unround	back	1
AH	49	3	sta	st	low	unround	back	1
AH	49	4	sta	st	low	unround	back	0
AH	49	6	sta	st	low	unround	back	1
AH	49	7	sta	st	low	unround	back	1
AH	50	1	su	sV	high	round	front	0
AH	50	2	su	sV	high	round	front	1
AH	50	4	su	sV	high	round	front	0
AH	50	5	su	sV	high	round	front	0
AH	50	6	su	sV	high	round	front	1
AH	50	7	su	sV	high	round	front	1
AH	51	1	ska	sk	low	unround	back	0
AH	51	2	ska	sk	low	unround	back	1
AH	51	3	ska	sk	low	unround	back	1
AH	51	6	ska	sk	low	unround	back	1
AH	51	7	ska	sk	low	unround	back	1
AH	53	1	sta	st	low	unround	back	0
AH	53	2	sta	st	low	unround	back	1
AH	53	3	sta	st	low	unround	back	1
AH	53	4	sta	st	low	unround	back	0
AH	53	5	sta	st	low	unround	back	0
AH	53	6	sta	st	low	unround	back	1
AH	53	7	sta	st	low	unround	back	1
AH	54	1	su	sV	high	round	front	0
AH	54	2	su	sV	high	round	front	1
AH	54	3	su	sV	high	round	front	1
AH	54	4	su	sV	high	round	front	0
AH	54	5	su	sV	high	round	front	0
AH	54	6	su	sV	high	round	front	0
AH	54	7	su	sV	high	round	front	0
AH	55	1	ska	sk	low	unround	back	0
AH	55	2	ska	sk	low	unround	back	1
AH	55	3	ska	sk	low	unround	back	1
AH	55	4	ska	sk	low	unround	back	0
AH	55	5	ska	sk	low	unround	back	0
AH	55	6	ska	sk	low	unround	back	1
AH	55	7	ska	sk	low	unround	back	1
AH	57	1	sta	st	low	unround	back	0
AH	57	2	sta	st	low	unround	back	0
AH	57	3	sta	st	low	unround	back	0
AH	57	4	sta	st	low	unround	back	0
AH	57	5	sta	st	low	unround	back	0
AH	57	6	sta	st	low	unround	back	1
AH	57	7	sta	st	low	unround	back	1
AH	58	1	su	sV	high	round	front	0
AH	58	2	su	sV	high	round	front	0
AH	58	3	su	sV	high	round	front	0
AH	58	4	su	sV	high	round	front	0
AH	58	5	su	sV	high	round	front	0
AH	58	6	su	sV	high	round	front	0
AH	58	7	su	sV	high	round	front	0
AH	59	1	ska	sk	low	unround	back	0
AH	59	2	ska	sk	low	unround	back	0
AH	59	3	ska	sk	low	unround	back	0
AH	59	4	ska	sk	low	unround	back	1
AH	59	6	ska	sk	low	unround	back	1
AH	59	7	ska	sk	low	unround	back	1
AH	61	1	sta	st	low	unround	back	0
AH	61	2	sta	st	low	unround	back	0
AH	61	3	sta	st	low	unround	back	1
AH	61	4	sta	st	low	unround	back	0
AH	61	5	sta	st	low	unround	back	0
AH	61	6	sta	st	low	unround	back	1
AH	61	7	sta	st	low	unround	back	1
AH	62	1	su	sV	high	round	front	0
AH	62	2	su	sV	high	round	front	0
AH	62	3	su	sV	high	round	front	0
